w_grid_size,h_grid_size,s_learn_rate,f_learn_rate,initial_neighbour_size,neigbour_range_decay,random_seed,iterations,distribution_type,metric_type,graph_type,score,
5,5,1.000000,0.200000,10.000000,2.000000,0,100,exponential_distribution,Euclidian,Grid6,0.523775,
5,5,1.000000,0.200000,10.000000,2.000000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.502551,
5,5,1.000000,0.200000,10.000000,2.000000,0,1000,normal_distribution,Euclidian,Grid6,0.498776,
5,5,1.000000,0.200000,10.000000,2.000000,0,1000,exponential_distribution,Euclidian,Grid6,0.559585,
5,5,1.000000,0.200000,10.000000,2.000000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.430652,
5,5,1.000000,0.200000,10.000000,2.000000,0,5000,normal_distribution,Euclidian,Grid6,0.509283,
5,5,1.000000,0.200000,10.000000,2.000000,0,5000,exponential_distribution,Euclidian,Grid6,0.440765,
5,5,1.000000,0.200000,10.000000,2.000000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.426164,
5,5,1.000000,0.200000,10.000000,2.000000,0,10000,normal_distribution,Euclidian,Grid6,0.443985,
5,5,1.000000,0.200000,10.000000,3.000000,0,100,uniform_real_distribution,Euclidian,Grid6,0.601336,
5,5,1.000000,0.200000,10.000000,2.000000,0,10000,exponential_distribution,Euclidian,Grid6,0.436112,
5,5,1.000000,0.200000,10.000000,3.000000,0,100,normal_distribution,Euclidian,Grid6,0.590704,
5,5,1.000000,0.200000,10.000000,3.000000,0,100,exponential_distribution,Euclidian,Grid6,0.703500,
5,5,1.000000,0.200000,10.000000,3.000000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.542827,
5,5,1.000000,0.200000,10.000000,3.000000,0,1000,normal_distribution,Euclidian,Grid6,0.471772,
5,5,1.000000,0.200000,10.000000,3.000000,0,1000,exponential_distribution,Euclidian,Grid6,0.522413,
5,5,1.000000,0.200000,10.000000,3.000000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.480618,
5,5,1.000000,0.200000,10.000000,3.000000,0,5000,normal_distribution,Euclidian,Grid6,0.417370,
5,5,1.000000,0.200000,10.000000,3.000000,0,5000,exponential_distribution,Euclidian,Grid6,0.458756,
5,5,1.000000,0.200000,10.000000,3.000000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.423978,
5,5,1.000000,0.200000,10.000000,3.000000,0,10000,normal_distribution,Euclidian,Grid6,0.412292,
5,5,1.000000,0.200000,15.000000,1.500000,0,100,uniform_real_distribution,Euclidian,Grid6,0.672485,
5,5,1.000000,0.200000,10.000000,3.000000,0,10000,exponential_distribution,Euclidian,Grid6,0.443647,
5,5,1.000000,0.200000,15.000000,1.500000,0,100,normal_distribution,Euclidian,Grid6,0.636122,
5,5,1.000000,0.200000,15.000000,1.500000,0,100,exponential_distribution,Euclidian,Grid6,0.799008,
5,5,1.000000,0.200000,15.000000,1.500000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.553268,
5,5,1.000000,0.200000,15.000000,1.500000,0,1000,normal_distribution,Euclidian,Grid6,0.538068,
5,5,1.000000,0.200000,15.000000,1.500000,0,1000,exponential_distribution,Euclidian,Grid6,0.531753,
5,5,1.000000,0.200000,15.000000,1.500000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.493045,
5,5,1.000000,0.200000,15.000000,1.500000,0,5000,normal_distribution,Euclidian,Grid6,0.504241,
5,5,1.000000,0.200000,15.000000,1.500000,0,5000,exponential_distribution,Euclidian,Grid6,0.470861,
5,5,1.000000,0.200000,15.000000,1.500000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.420513,
5,5,1.000000,0.200000,15.000000,1.500000,0,10000,normal_distribution,Euclidian,Grid6,0.408062,
5,5,1.000000,0.200000,15.000000,2.000000,0,100,uniform_real_distribution,Euclidian,Grid6,0.656336,
5,5,1.000000,0.200000,15.000000,1.500000,0,10000,exponential_distribution,Euclidian,Grid6,0.474535,
5,5,1.000000,0.200000,15.000000,2.000000,0,100,normal_distribution,Euclidian,Grid6,0.792220,
5,5,1.000000,0.200000,15.000000,2.000000,0,100,exponential_distribution,Euclidian,Grid6,0.672514,
5,5,1.000000,0.200000,15.000000,2.000000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.599483,
5,5,1.000000,0.200000,15.000000,2.000000,0,1000,normal_distribution,Euclidian,Grid6,0.527638,
5,5,1.000000,0.200000,15.000000,2.000000,0,1000,exponential_distribution,Euclidian,Grid6,0.618516,
5,5,1.000000,0.200000,15.000000,2.000000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.464857,
5,5,1.000000,0.200000,15.000000,2.000000,0,5000,normal_distribution,Euclidian,Grid6,0.563172,
5,5,1.000000,0.200000,15.000000,2.000000,0,5000,exponential_distribution,Euclidian,Grid6,0.448742,
5,5,1.000000,0.200000,15.000000,2.000000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.427834,
5,5,1.000000,0.200000,15.000000,2.000000,0,10000,normal_distribution,Euclidian,Grid6,0.500583,
5,5,1.000000,0.200000,15.000000,3.000000,0,100,uniform_real_distribution,Euclidian,Grid6,0.844698,
5,5,1.000000,0.200000,15.000000,2.000000,0,10000,exponential_distribution,Euclidian,Grid6,0.433177,
5,5,1.000000,0.200000,15.000000,3.000000,0,100,normal_distribution,Euclidian,Grid6,0.602033,
5,5,1.000000,0.200000,15.000000,3.000000,0,100,exponential_distribution,Euclidian,Grid6,0.701794,
5,5,1.000000,0.200000,15.000000,3.000000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.595727,
5,5,1.000000,0.200000,15.000000,3.000000,0,1000,normal_distribution,Euclidian,Grid6,0.529404,
5,5,1.000000,0.200000,15.000000,3.000000,0,1000,exponential_distribution,Euclidian,Grid6,0.582203,
5,5,1.000000,0.200000,15.000000,3.000000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.438881,
5,5,1.000000,0.200000,15.000000,3.000000,0,5000,normal_distribution,Euclidian,Grid6,0.458761,
5,5,1.000000,0.200000,15.000000,3.000000,0,5000,exponential_distribution,Euclidian,Grid6,0.428754,
5,5,1.000000,0.200000,15.000000,3.000000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.436937,
5,5,1.000000,0.200000,15.000000,3.000000,0,10000,normal_distribution,Euclidian,Grid6,0.436401,
5,5,1.000000,0.200000,15.000000,3.000000,0,10000,exponential_distribution,Euclidian,Grid6,0.420090,
5,5,1.000000,0.200000,20.000000,1.500000,0,100,uniform_real_distribution,Euclidian,Grid6,0.719550,
5,5,1.000000,0.200000,20.000000,1.500000,0,100,normal_distribution,Euclidian,Grid6,0.858214,
5,5,1.000000,0.200000,20.000000,1.500000,0,100,exponential_distribution,Euclidian,Grid6,0.842927,
5,5,1.000000,0.200000,20.000000,1.500000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.624102,
5,5,1.000000,0.200000,20.000000,1.500000,0,1000,normal_distribution,Euclidian,Grid6,0.623959,
5,5,1.000000,0.200000,20.000000,1.500000,0,1000,exponential_distribution,Euclidian,Grid6,0.569114,
5,5,1.000000,0.200000,20.000000,1.500000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.462520,
5,5,1.000000,0.200000,20.000000,1.500000,0,5000,normal_distribution,Euclidian,Grid6,0.488286,
5,5,1.000000,0.200000,20.000000,1.500000,0,5000,exponential_distribution,Euclidian,Grid6,0.503921,
5,5,1.000000,0.200000,20.000000,1.500000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.464979,
5,5,1.000000,0.200000,20.000000,1.500000,0,10000,normal_distribution,Euclidian,Grid6,0.472788,
5,5,1.000000,0.200000,20.000000,2.000000,0,100,uniform_real_distribution,Euclidian,Grid6,0.653442,
5,5,1.000000,0.200000,20.000000,1.500000,0,10000,exponential_distribution,Euclidian,Grid6,0.458380,
5,5,1.000000,0.200000,20.000000,2.000000,0,100,normal_distribution,Euclidian,Grid6,0.702375,
5,5,1.000000,0.200000,20.000000,2.000000,0,100,exponential_distribution,Euclidian,Grid6,0.735731,
5,5,1.000000,0.200000,20.000000,2.000000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.487406,
5,5,1.000000,0.200000,20.000000,2.000000,0,1000,normal_distribution,Euclidian,Grid6,0.604991,
5,5,1.000000,0.200000,20.000000,2.000000,0,1000,exponential_distribution,Euclidian,Grid6,0.666141,
5,5,1.000000,0.200000,20.000000,2.000000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.485428,
5,5,1.000000,0.200000,20.000000,2.000000,0,5000,normal_distribution,Euclidian,Grid6,0.472516,
5,5,1.000000,0.200000,20.000000,2.000000,0,5000,exponential_distribution,Euclidian,Grid6,0.471418,
5,5,1.000000,0.200000,20.000000,2.000000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.446625,
5,5,1.000000,0.200000,20.000000,2.000000,0,10000,normal_distribution,Euclidian,Grid6,0.428303,
5,5,1.000000,0.200000,20.000000,3.000000,0,100,uniform_real_distribution,Euclidian,Grid6,0.606832,
5,5,1.000000,0.200000,20.000000,3.000000,0,100,normal_distribution,Euclidian,Grid6,0.778667,
5,5,1.000000,0.200000,20.000000,2.000000,0,10000,exponential_distribution,Euclidian,Grid6,0.468116,
5,5,1.000000,0.200000,20.000000,3.000000,0,100,exponential_distribution,Euclidian,Grid6,0.706902,
5,5,1.000000,0.200000,20.000000,3.000000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.485351,
5,5,1.000000,0.200000,20.000000,3.000000,0,1000,normal_distribution,Euclidian,Grid6,0.597523,
5,5,1.000000,0.200000,20.000000,3.000000,0,1000,exponential_distribution,Euclidian,Grid6,0.617134,
5,5,1.000000,0.200000,20.000000,3.000000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.458456,
5,5,1.000000,0.200000,20.000000,3.000000,0,5000,normal_distribution,Euclidian,Grid6,0.476426,
5,5,1.000000,0.200000,20.000000,3.000000,0,5000,exponential_distribution,Euclidian,Grid6,0.452597,
5,5,1.000000,0.200000,20.000000,3.000000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.436134,
5,5,1.000000,0.200000,20.000000,3.000000,0,10000,normal_distribution,Euclidian,Grid6,0.455182,
5,5,1.000000,0.200000,20.000000,3.000000,0,10000,exponential_distribution,Euclidian,Grid6,0.436851,
5,5,1.000000,0.200000,25.000000,1.500000,0,100,uniform_real_distribution,Euclidian,Grid6,0.673924,
5,5,1.000000,0.200000,25.000000,1.500000,0,100,normal_distribution,Euclidian,Grid6,0.673058,
5,5,1.000000,0.200000,25.000000,1.500000,0,100,exponential_distribution,Euclidian,Grid6,0.894117,
5,5,1.000000,0.200000,25.000000,1.500000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.594787,
5,5,1.000000,0.200000,25.000000,1.500000,0,1000,normal_distribution,Euclidian,Grid6,0.648604,
5,5,1.000000,0.200000,25.000000,1.500000,0,1000,exponential_distribution,Euclidian,Grid6,0.552791,
5,5,1.000000,0.200000,25.000000,1.500000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.509017,
5,5,1.000000,0.200000,25.000000,1.500000,0,5000,normal_distribution,Euclidian,Grid6,0.482328,
5,5,1.000000,0.200000,25.000000,1.500000,0,5000,exponential_distribution,Euclidian,Grid6,0.471873,
5,5,1.000000,0.200000,25.000000,1.500000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.469211,
5,5,1.000000,0.200000,25.000000,1.500000,0,10000,normal_distribution,Euclidian,Grid6,0.456294,
5,5,1.000000,0.200000,25.000000,1.500000,0,10000,exponential_distribution,Euclidian,Grid6,0.462126,
5,5,1.000000,0.200000,25.000000,2.000000,0,100,uniform_real_distribution,Euclidian,Grid6,0.813846,
5,5,1.000000,0.200000,25.000000,2.000000,0,100,normal_distribution,Euclidian,Grid6,0.688805,
5,5,1.000000,0.200000,25.000000,2.000000,0,100,exponential_distribution,Euclidian,Grid6,0.955985,
5,5,1.000000,0.200000,25.000000,2.000000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.618157,
5,5,1.000000,0.200000,25.000000,2.000000,0,1000,normal_distribution,Euclidian,Grid6,0.600243,
5,5,1.000000,0.200000,25.000000,2.000000,0,1000,exponential_distribution,Euclidian,Grid6,0.619621,
5,5,1.000000,0.200000,25.000000,2.000000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.458589,
5,5,1.000000,0.200000,25.000000,2.000000,0,5000,normal_distribution,Euclidian,Grid6,0.529232,
5,5,1.000000,0.200000,25.000000,2.000000,0,5000,exponential_distribution,Euclidian,Grid6,0.491915,
5,5,1.000000,0.200000,25.000000,2.000000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.481876,
5,5,1.000000,0.200000,25.000000,2.000000,0,10000,normal_distribution,Euclidian,Grid6,0.485572,
5,5,1.000000,0.200000,25.000000,3.000000,0,100,uniform_real_distribution,Euclidian,Grid6,0.680890,
5,5,1.000000,0.200000,25.000000,2.000000,0,10000,exponential_distribution,Euclidian,Grid6,0.450655,
5,5,1.000000,0.200000,25.000000,3.000000,0,100,normal_distribution,Euclidian,Grid6,0.640465,
5,5,1.000000,0.200000,25.000000,3.000000,0,100,exponential_distribution,Euclidian,Grid6,0.667941,
5,5,1.000000,0.200000,25.000000,3.000000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.568415,
5,5,1.000000,0.200000,25.000000,3.000000,0,1000,normal_distribution,Euclidian,Grid6,0.650631,
5,5,1.000000,0.200000,25.000000,3.000000,0,1000,exponential_distribution,Euclidian,Grid6,0.572904,
5,5,1.000000,0.200000,25.000000,3.000000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.431005,
5,5,1.000000,0.200000,25.000000,3.000000,0,5000,normal_distribution,Euclidian,Grid6,0.464895,
5,5,1.000000,0.200000,25.000000,3.000000,0,5000,exponential_distribution,Euclidian,Grid6,0.435218,
5,5,1.000000,0.200000,25.000000,3.000000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.446507,
5,5,1.000000,0.200000,25.000000,3.000000,0,10000,normal_distribution,Euclidian,Grid6,0.431626,
5,5,1.000000,0.500000,5.000000,1.500000,0,100,uniform_real_distribution,Euclidian,Grid6,0.672628,
5,5,1.000000,0.200000,25.000000,3.000000,0,10000,exponential_distribution,Euclidian,Grid6,0.434251,
5,5,1.000000,0.500000,5.000000,1.500000,0,100,normal_distribution,Euclidian,Grid6,0.597504,
5,5,1.000000,0.500000,5.000000,1.500000,0,100,exponential_distribution,Euclidian,Grid6,0.614243,
5,5,1.000000,0.500000,5.000000,1.500000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.490190,
5,5,1.000000,0.500000,5.000000,1.500000,0,1000,normal_distribution,Euclidian,Grid6,0.457441,
5,5,1.000000,0.500000,5.000000,1.500000,0,1000,exponential_distribution,Euclidian,Grid6,0.472934,
5,5,1.000000,0.500000,5.000000,1.500000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.418806,
5,5,1.000000,0.500000,5.000000,1.500000,0,5000,exponential_distribution,Euclidian,Grid6,0.445735,
5,5,1.000000,0.500000,5.000000,1.500000,0,5000,normal_distribution,Euclidian,Grid6,0.442569,
5,5,1.000000,0.500000,5.000000,1.500000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.454035,
5,5,1.000000,0.500000,5.000000,1.500000,0,10000,normal_distribution,Euclidian,Grid6,0.397499,
5,5,1.000000,0.500000,5.000000,2.000000,0,100,uniform_real_distribution,Euclidian,Grid6,0.563023,
5,5,1.000000,0.500000,5.000000,1.500000,0,10000,exponential_distribution,Euclidian,Grid6,0.422703,
5,5,1.000000,0.500000,5.000000,2.000000,0,100,normal_distribution,Euclidian,Grid6,0.619236,
5,5,1.000000,0.500000,5.000000,2.000000,0,100,exponential_distribution,Euclidian,Grid6,0.537459,
5,5,1.000000,0.500000,5.000000,2.000000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.521712,
5,5,1.000000,0.500000,5.000000,2.000000,0,1000,normal_distribution,Euclidian,Grid6,0.519469,
5,5,1.000000,0.500000,5.000000,2.000000,0,1000,exponential_distribution,Euclidian,Grid6,0.441110,
5,5,1.000000,0.500000,5.000000,2.000000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.403877,
5,5,1.000000,0.500000,5.000000,2.000000,0,5000,normal_distribution,Euclidian,Grid6,0.427450,
5,5,1.000000,0.500000,5.000000,2.000000,0,5000,exponential_distribution,Euclidian,Grid6,0.413823,
5,5,1.000000,0.500000,5.000000,2.000000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.399951,
5,5,1.000000,0.500000,5.000000,2.000000,0,10000,normal_distribution,Euclidian,Grid6,0.429198,
5,5,1.000000,0.500000,5.000000,3.000000,0,100,uniform_real_distribution,Euclidian,Grid6,0.482160,
5,5,1.000000,0.500000,5.000000,2.000000,0,10000,exponential_distribution,Euclidian,Grid6,0.401965,
5,5,1.000000,0.500000,5.000000,3.000000,0,100,normal_distribution,Euclidian,Grid6,0.669184,
5,5,1.000000,0.500000,5.000000,3.000000,0,100,exponential_distribution,Euclidian,Grid6,0.633407,
5,5,1.000000,0.500000,5.000000,3.000000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.446819,
5,5,1.000000,0.500000,5.000000,3.000000,0,1000,normal_distribution,Euclidian,Grid6,0.456033,
5,5,1.000000,0.500000,5.000000,3.000000,0,1000,exponential_distribution,Euclidian,Grid6,0.456625,
5,5,1.000000,0.500000,5.000000,3.000000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.421163,
5,5,1.000000,0.500000,5.000000,3.000000,0,5000,normal_distribution,Euclidian,Grid6,0.473958,
5,5,1.000000,0.500000,5.000000,3.000000,0,5000,exponential_distribution,Euclidian,Grid6,0.437995,
5,5,1.000000,0.500000,5.000000,3.000000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.393664,
5,5,1.000000,0.500000,5.000000,3.000000,0,10000,normal_distribution,Euclidian,Grid6,0.393658,
5,5,1.000000,0.500000,10.000000,1.500000,0,100,uniform_real_distribution,Euclidian,Grid6,0.770460,
5,5,1.000000,0.500000,5.000000,3.000000,0,10000,exponential_distribution,Euclidian,Grid6,0.404104,
5,5,1.000000,0.500000,10.000000,1.500000,0,100,normal_distribution,Euclidian,Grid6,0.779510,
5,5,1.000000,0.500000,10.000000,1.500000,0,100,exponential_distribution,Euclidian,Grid6,0.764367,
5,5,1.000000,0.500000,10.000000,1.500000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.549573,
5,5,1.000000,0.500000,10.000000,1.500000,0,1000,normal_distribution,Euclidian,Grid6,0.559296,
5,5,1.000000,0.500000,10.000000,1.500000,0,1000,exponential_distribution,Euclidian,Grid6,0.535804,
5,5,1.000000,0.500000,10.000000,1.500000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.424617,
5,5,1.000000,0.500000,10.000000,1.500000,0,5000,normal_distribution,Euclidian,Grid6,0.446077,
5,5,1.000000,0.500000,10.000000,1.500000,0,5000,exponential_distribution,Euclidian,Grid6,0.518881,
5,5,1.000000,0.500000,10.000000,1.500000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.412437,
5,5,1.000000,0.500000,10.000000,1.500000,0,10000,normal_distribution,Euclidian,Grid6,0.411015,
5,5,1.000000,0.500000,10.000000,2.000000,0,100,uniform_real_distribution,Euclidian,Grid6,0.614237,
5,5,1.000000,0.500000,10.000000,1.500000,0,10000,exponential_distribution,Euclidian,Grid6,0.433950,
5,5,1.000000,0.500000,10.000000,2.000000,0,100,normal_distribution,Euclidian,Grid6,0.710840,
5,5,1.000000,0.500000,10.000000,2.000000,0,100,exponential_distribution,Euclidian,Grid6,0.665916,
5,5,1.000000,0.500000,10.000000,2.000000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.507826,
5,5,1.000000,0.500000,10.000000,2.000000,0,1000,normal_distribution,Euclidian,Grid6,0.504143,
5,5,1.000000,0.500000,10.000000,2.000000,0,1000,exponential_distribution,Euclidian,Grid6,0.443510,
5,5,1.000000,0.500000,10.000000,2.000000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.479757,
5,5,1.000000,0.500000,10.000000,2.000000,0,5000,normal_distribution,Euclidian,Grid6,0.496261,
5,5,1.000000,0.500000,10.000000,2.000000,0,5000,exponential_distribution,Euclidian,Grid6,0.427483,
5,5,1.000000,0.500000,10.000000,2.000000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.419546,
5,5,1.000000,0.500000,10.000000,2.000000,0,10000,normal_distribution,Euclidian,Grid6,0.435087,
5,5,1.000000,0.500000,10.000000,3.000000,0,100,uniform_real_distribution,Euclidian,Grid6,0.681402,
5,5,1.000000,0.500000,10.000000,2.000000,0,10000,exponential_distribution,Euclidian,Grid6,0.435005,
5,5,1.000000,0.500000,10.000000,3.000000,0,100,normal_distribution,Euclidian,Grid6,0.625134,
5,5,1.000000,0.500000,10.000000,3.000000,0,100,exponential_distribution,Euclidian,Grid6,0.539120,
5,5,1.000000,0.500000,10.000000,3.000000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.529487,
5,5,1.000000,0.500000,10.000000,3.000000,0,1000,normal_distribution,Euclidian,Grid6,0.539823,
5,5,1.000000,0.500000,10.000000,3.000000,0,1000,exponential_distribution,Euclidian,Grid6,0.459146,
5,5,1.000000,0.500000,10.000000,3.000000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.435562,
5,5,1.000000,0.500000,10.000000,3.000000,0,5000,normal_distribution,Euclidian,Grid6,0.423639,
5,5,1.000000,0.500000,10.000000,3.000000,0,5000,exponential_distribution,Euclidian,Grid6,0.456275,
5,5,1.000000,0.500000,10.000000,3.000000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.463228,
5,5,1.000000,0.500000,10.000000,3.000000,0,10000,normal_distribution,Euclidian,Grid6,0.447230,
5,5,1.000000,0.500000,10.000000,3.000000,0,10000,exponential_distribution,Euclidian,Grid6,0.417461,
5,5,1.000000,0.500000,15.000000,1.500000,0,100,uniform_real_distribution,Euclidian,Grid6,0.594068,
5,5,1.000000,0.500000,15.000000,1.500000,0,100,normal_distribution,Euclidian,Grid6,0.633564,
5,5,1.000000,0.500000,15.000000,1.500000,0,100,exponential_distribution,Euclidian,Grid6,0.653851,
5,5,1.000000,0.500000,15.000000,1.500000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.578535,
5,5,1.000000,0.500000,15.000000,1.500000,0,1000,normal_distribution,Euclidian,Grid6,0.640245,
5,5,1.000000,0.500000,15.000000,1.500000,0,1000,exponential_distribution,Euclidian,Grid6,0.587154,
5,5,1.000000,0.500000,15.000000,1.500000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.459685,
5,5,1.000000,0.500000,15.000000,1.500000,0,5000,normal_distribution,Euclidian,Grid6,0.477786,
5,5,1.000000,0.500000,15.000000,1.500000,0,5000,exponential_distribution,Euclidian,Grid6,0.430688,
5,5,1.000000,0.500000,15.000000,1.500000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.430030,
5,5,1.000000,0.500000,15.000000,1.500000,0,10000,normal_distribution,Euclidian,Grid6,0.414488,
5,5,1.000000,0.500000,15.000000,2.000000,0,100,uniform_real_distribution,Euclidian,Grid6,0.636092,
5,5,1.000000,0.500000,15.000000,1.500000,0,10000,exponential_distribution,Euclidian,Grid6,0.470912,
5,5,1.000000,0.500000,15.000000,2.000000,0,100,normal_distribution,Euclidian,Grid6,0.592698,
5,5,1.000000,0.500000,15.000000,2.000000,0,100,exponential_distribution,Euclidian,Grid6,0.868121,
5,5,1.000000,0.500000,15.000000,2.000000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.470793,
5,5,1.000000,0.500000,15.000000,2.000000,0,1000,normal_distribution,Euclidian,Grid6,0.478342,
5,5,1.000000,0.500000,15.000000,2.000000,0,1000,exponential_distribution,Euclidian,Grid6,0.560141,
5,5,1.000000,0.500000,15.000000,2.000000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.508438,
5,5,1.000000,0.500000,15.000000,2.000000,0,5000,exponential_distribution,Euclidian,Grid6,0.434640,
5,5,1.000000,0.500000,15.000000,2.000000,0,5000,normal_distribution,Euclidian,Grid6,0.444999,
5,5,1.000000,0.500000,15.000000,2.000000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.405592,
5,5,1.000000,0.500000,15.000000,2.000000,0,10000,normal_distribution,Euclidian,Grid6,0.474643,
5,5,1.000000,0.500000,15.000000,3.000000,0,100,uniform_real_distribution,Euclidian,Grid6,0.544472,
5,5,1.000000,0.500000,15.000000,2.000000,0,10000,exponential_distribution,Euclidian,Grid6,0.557809,
5,5,1.000000,0.500000,15.000000,3.000000,0,100,normal_distribution,Euclidian,Grid6,0.630548,
5,5,1.000000,0.500000,15.000000,3.000000,0,100,exponential_distribution,Euclidian,Grid6,0.649617,
5,5,1.000000,0.500000,15.000000,3.000000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.585120,
5,5,1.000000,0.500000,15.000000,3.000000,0,1000,normal_distribution,Euclidian,Grid6,0.503811,
5,5,1.000000,0.500000,15.000000,3.000000,0,1000,exponential_distribution,Euclidian,Grid6,0.541804,
5,5,1.000000,0.500000,15.000000,3.000000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.418096,
5,5,1.000000,0.500000,15.000000,3.000000,0,5000,normal_distribution,Euclidian,Grid6,0.426363,
5,5,1.000000,0.500000,15.000000,3.000000,0,5000,exponential_distribution,Euclidian,Grid6,0.430697,
5,5,1.000000,0.500000,15.000000,3.000000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.419130,
5,5,1.000000,0.500000,15.000000,3.000000,0,10000,normal_distribution,Euclidian,Grid6,0.430708,
5,5,1.000000,0.500000,20.000000,1.500000,0,100,uniform_real_distribution,Euclidian,Grid6,0.695821,
5,5,1.000000,0.500000,15.000000,3.000000,0,10000,exponential_distribution,Euclidian,Grid6,0.443304,
5,5,1.000000,0.500000,20.000000,1.500000,0,100,normal_distribution,Euclidian,Grid6,0.692841,
5,5,1.000000,0.500000,20.000000,1.500000,0,100,exponential_distribution,Euclidian,Grid6,0.630374,
5,5,1.000000,0.500000,20.000000,1.500000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.558776,
5,5,1.000000,0.500000,20.000000,1.500000,0,1000,normal_distribution,Euclidian,Grid6,0.554108,
5,5,1.000000,0.500000,20.000000,1.500000,0,1000,exponential_distribution,Euclidian,Grid6,0.470949,
5,5,1.000000,0.500000,20.000000,1.500000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.449221,
5,5,1.000000,0.500000,20.000000,1.500000,0,5000,normal_distribution,Euclidian,Grid6,0.556533,
5,5,1.000000,0.500000,20.000000,1.500000,0,5000,exponential_distribution,Euclidian,Grid6,0.486675,
5,5,1.000000,0.500000,20.000000,1.500000,0,10000,uniform_real_distribution,Euclidian,Grid6,0.464459,
5,5,1.000000,0.500000,20.000000,1.500000,0,10000,normal_distribution,Euclidian,Grid6,0.517957,
5,5,1.000000,0.500000,20.000000,2.000000,0,100,uniform_real_distribution,Euclidian,Grid6,0.696498,
5,5,1.000000,0.500000,20.000000,2.000000,0,100,normal_distribution,Euclidian,Grid6,0.746367,
5,5,1.000000,0.500000,20.000000,1.500000,0,10000,exponential_distribution,Euclidian,Grid6,0.459878,
5,5,1.000000,0.500000,20.000000,2.000000,0,100,exponential_distribution,Euclidian,Grid6,1.037336,
5,5,1.000000,0.500000,20.000000,2.000000,0,1000,uniform_real_distribution,Euclidian,Grid6,0.635531,
5,5,1.000000,0.500000,20.000000,2.000000,0,1000,normal_distribution,Euclidian,Grid6,0.487947,
5,5,1.000000,0.500000,20.000000,2.000000,0,1000,exponential_distribution,Euclidian,Grid6,0.533129,
5,5,1.000000,0.500000,20.000000,2.000000,0,5000,uniform_real_distribution,Euclidian,Grid6,0.433233,
