0.760784,0.776471,0.780392,0.772549,0.772549,0.784314,0.788235,0.776471,0.772549,0.768627,0.772549,0.776471,0.780392,0.780392,0.776471,0.772549,0.772549,0.776471,0.780392,0.784314,0.784314,0.780392,0.776471,0.772549,0.784314,0.784314,0.780392,0.772549,0.768627,0.772549,0.776471,0.780392,0.768627,0.776471,0.772549,0.764706,0.764706,0.772549,0.772549,0.760784,0.760784,0.756863,0.752941,0.752941,0.752941,0.756863,0.756863,0.752941,0.768627,0.764706,0.760784,0.749020,0.741176,0.737255,0.737255,0.741176,0.733333,0.733333,0.733333,0.729412,0.725490,0.717647,0.713725,0.709804,0.694118,0.674510,0.678431,0.709804,0.717647,0.705882,0.705882,0.725490,0.678431,0.619608,0.564706,0.552941,0.600000,0.678431,0.713725,0.694118,0.694118,0.701961,0.709804,0.709804,0.701961,0.698039,0.701961,0.709804,0.698039,0.709804,0.717647,0.709804,0.713725,0.721569,0.717647,0.701961,0.709804,0.709804,0.705882,0.701961,0.709804,0.725490,0.725490,0.709804,0.705882,0.717647,0.721569,0.717647,0.709804,0.709804,0.713725,0.717647,0.705882,0.709804,0.709804,0.709804,0.709804,0.717647,0.717647,0.717647,0.725490,0.713725,0.709804,0.709804,0.717647,0.721569,0.725490,0.725490,0.721569,0.717647,0.717647,0.717647,0.713725,0.709804,0.713725,0.721569,0.725490,0.709804,0.713725,0.729412,0.729412,0.705882,0.698039,0.709804,0.721569,0.709804,0.701961,0.709804,0.721569,0.729412,0.725490,0.717647,0.721569,0.721569,0.721569,0.721569,0.717647,0.717647,0.725490,0.733333,0.721569,0.725490,0.729412,0.737255,0.741176,0.741176,0.741176,0.737255,0.741176,0.741176,0.741176,0.741176,0.737255,0.737255,0.737255,0.737255,0.729412,0.745098,0.752941,0.756863,0.756863,0.756863,0.752941,0.745098,0.749020,0.749020,0.752941,0.756863,0.756863,0.756863
0.760784,0.772549,0.776471,0.768627,0.768627,0.780392,0.784314,0.776471,0.772549,0.776471,0.780392,0.780392,0.776471,0.772549,0.772549,0.776471,0.772549,0.772549,0.776471,0.776471,0.780392,0.780392,0.780392,0.780392,0.784314,0.784314,0.784314,0.780392,0.776471,0.772549,0.772549,0.772549,0.772549,0.780392,0.780392,0.768627,0.768627,0.780392,0.776471,0.764706,0.768627,0.768627,0.764706,0.760784,0.756863,0.756863,0.756863,0.752941,0.764706,0.756863,0.749020,0.741176,0.733333,0.733333,0.733333,0.733333,0.733333,0.733333,0.729412,0.725490,0.721569,0.717647,0.713725,0.713725,0.721569,0.717647,0.717647,0.721569,0.717647,0.709804,0.701961,0.698039,0.686275,0.619608,0.576471,0.572549,0.596078,0.639216,0.678431,0.690196,0.694118,0.690196,0.686275,0.690196,0.694118,0.698039,0.694118,0.686275,0.690196,0.698039,0.701961,0.705882,0.709804,0.717647,0.717647,0.709804,0.694118,0.690196,0.690196,0.698039,0.705882,0.705882,0.709804,0.709804,0.701961,0.701961,0.705882,0.713725,0.709804,0.698039,0.701961,0.713725,0.709804,0.709804,0.717647,0.725490,0.725490,0.721569,0.717647,0.713725,0.713725,0.713725,0.713725,0.713725,0.713725,0.713725,0.713725,0.713725,0.721569,0.721569,0.721569,0.721569,0.721569,0.713725,0.717647,0.725490,0.721569,0.713725,0.717647,0.725490,0.721569,0.709804,0.701961,0.709804,0.713725,0.709804,0.705882,0.709804,0.721569,0.725490,0.725490,0.717647,0.717647,0.721569,0.725490,0.725490,0.721569,0.717647,0.721569,0.725490,0.721569,0.729412,0.737255,0.737255,0.733333,0.733333,0.733333,0.737255,0.741176,0.741176,0.737255,0.733333,0.733333,0.733333,0.737255,0.737255,0.741176,0.749020,0.749020,0.745098,0.737255,0.741176,0.745098,0.745098,0.749020,0.749020,0.749020,0.749020,0.752941,0.752941
0.760784,0.772549,0.776471,0.768627,0.768627,0.776471,0.780392,0.772549,0.768627,0.776471,0.784314,0.780392,0.772549,0.768627,0.772549,0.776471,0.772549,0.772549,0.772549,0.772549,0.772549,0.776471,0.780392,0.780392,0.776471,0.780392,0.784314,0.784314,0.780392,0.776471,0.772549,0.768627,0.764706,0.772549,0.768627,0.760784,0.760784,0.768627,0.764706,0.752941,0.749020,0.749020,0.752941,0.756863,0.756863,0.756863,0.752941,0.756863,0.756863,0.749020,0.737255,0.729412,0.725490,0.725490,0.725490,0.721569,0.725490,0.725490,0.721569,0.717647,0.713725,0.713725,0.713725,0.713725,0.713725,0.725490,0.721569,0.709804,0.705882,0.713725,0.709804,0.694118,0.694118,0.658824,0.627451,0.603922,0.603922,0.639216,0.686275,0.705882,0.694118,0.690196,0.686275,0.682353,0.682353,0.682353,0.682353,0.682353,0.678431,0.674510,0.674510,0.678431,0.682353,0.678431,0.682353,0.686275,0.686275,0.678431,0.686275,0.701961,0.705882,0.694118,0.694118,0.709804,0.717647,0.701961,0.694118,0.705882,0.701961,0.690196,0.698039,0.721569,0.701961,0.694118,0.698039,0.713725,0.717647,0.705882,0.701961,0.701961,0.709804,0.713725,0.713725,0.713725,0.709804,0.709804,0.713725,0.717647,0.721569,0.717647,0.717647,0.725490,0.721569,0.713725,0.713725,0.721569,0.717647,0.717647,0.717647,0.717647,0.713725,0.713725,0.709804,0.705882,0.705882,0.705882,0.709804,0.713725,0.713725,0.717647,0.717647,0.717647,0.717647,0.721569,0.729412,0.729412,0.725490,0.721569,0.713725,0.713725,0.721569,0.729412,0.737255,0.733333,0.721569,0.717647,0.729412,0.737255,0.741176,0.737255,0.729412,0.721569,0.721569,0.729412,0.733333,0.741176,0.749020,0.752941,0.749020,0.733333,0.721569,0.725490,0.737255,0.741176,0.749020,0.749020,0.745098,0.745098,0.745098,0.749020
0.764706,0.772549,0.776471,0.768627,0.768627,0.772549,0.772549,0.768627,0.760784,0.768627,0.772549,0.772549,0.768627,0.768627,0.772549,0.780392,0.772549,0.772549,0.772549,0.772549,0.772549,0.772549,0.772549,0.772549,0.768627,0.772549,0.780392,0.780392,0.780392,0.776471,0.776471,0.776471,0.756863,0.764706,0.760784,0.749020,0.749020,0.760784,0.756863,0.741176,0.737255,0.737255,0.745098,0.752941,0.752941,0.749020,0.749020,0.752941,0.752941,0.737255,0.725490,0.717647,0.721569,0.721569,0.717647,0.713725,0.713725,0.709804,0.705882,0.705882,0.701961,0.701961,0.701961,0.705882,0.694118,0.698039,0.694118,0.686275,0.690196,0.705882,0.709804,0.701961,0.682353,0.690196,0.666667,0.600000,0.572549,0.619608,0.654902,0.639216,0.623529,0.635294,0.639216,0.619608,0.592157,0.588235,0.611765,0.639216,0.650980,0.643137,0.647059,0.658824,0.658824,0.650980,0.654902,0.666667,0.643137,0.650980,0.666667,0.678431,0.678431,0.666667,0.666667,0.674510,0.670588,0.666667,0.670588,0.678431,0.682353,0.682353,0.682353,0.690196,0.705882,0.698039,0.694118,0.705882,0.705882,0.701961,0.705882,0.717647,0.709804,0.709804,0.705882,0.698039,0.698039,0.705882,0.717647,0.721569,0.709804,0.709804,0.713725,0.717647,0.717647,0.709804,0.709804,0.713725,0.709804,0.717647,0.717647,0.705882,0.705882,0.713725,0.709804,0.701961,0.701961,0.709804,0.713725,0.713725,0.709804,0.705882,0.709804,0.713725,0.713725,0.717647,0.721569,0.725490,0.725490,0.721569,0.717647,0.713725,0.717647,0.725490,0.729412,0.725490,0.717647,0.717647,0.721569,0.729412,0.733333,0.729412,0.725490,0.721569,0.721569,0.725490,0.733333,0.737255,0.745098,0.752941,0.749020,0.733333,0.721569,0.725490,0.733333,0.737255,0.745098,0.745098,0.741176,0.741176,0.745098,0.745098
0.772549,0.776471,0.780392,0.772549,0.768627,0.768627,0.768627,0.764706,0.764706,0.764706,0.764706,0.764706,0.768627,0.768627,0.772549,0.772549,0.768627,0.768627,0.772549,0.772549,0.772549,0.772549,0.772549,0.772549,0.768627,0.772549,0.776471,0.776471,0.776471,0.776471,0.776471,0.780392,0.764706,0.772549,0.768627,0.756863,0.756863,0.764706,0.760784,0.745098,0.756863,0.756863,0.760784,0.764706,0.756863,0.745098,0.737255,0.741176,0.745098,0.733333,0.717647,0.713725,0.717647,0.717647,0.713725,0.709804,0.705882,0.701961,0.701961,0.698039,0.694118,0.694118,0.698039,0.698039,0.690196,0.690196,0.690196,0.690196,0.694118,0.694118,0.694118,0.690196,0.682353,0.694118,0.674510,0.607843,0.556863,0.564706,0.560784,0.517647,0.498039,0.509804,0.505882,0.482353,0.454902,0.458824,0.494118,0.525490,0.490196,0.486275,0.498039,0.517647,0.525490,0.521569,0.529412,0.545098,0.545098,0.576471,0.600000,0.596078,0.596078,0.600000,0.600000,0.584314,0.580392,0.603922,0.619608,0.627451,0.650980,0.682353,0.686275,0.666667,0.690196,0.690196,0.694118,0.698039,0.694118,0.694118,0.701961,0.713725,0.701961,0.701961,0.698039,0.694118,0.698039,0.709804,0.713725,0.709804,0.705882,0.705882,0.709804,0.713725,0.713725,0.705882,0.705882,0.709804,0.705882,0.713725,0.713725,0.698039,0.698039,0.709804,0.709804,0.698039,0.701961,0.709804,0.717647,0.713725,0.705882,0.698039,0.701961,0.709804,0.709804,0.709804,0.713725,0.713725,0.717647,0.721569,0.717647,0.717647,0.725490,0.729412,0.729412,0.725490,0.725490,0.721569,0.717647,0.717647,0.725490,0.725490,0.721569,0.721569,0.725490,0.729412,0.729412,0.733333,0.737255,0.749020,0.752941,0.745098,0.737255,0.737255,0.737255,0.737255,0.737255,0.741176,0.741176,0.745098,0.745098,0.745098
0.772549,0.776471,0.776471,0.772549,0.768627,0.764706,0.764706,0.764706,0.772549,0.768627,0.760784,0.760784,0.764706,0.768627,0.764706,0.764706,0.760784,0.764706,0.768627,0.772549,0.776471,0.776471,0.776471,0.776471,0.776471,0.776471,0.776471,0.772549,0.768627,0.768627,0.768627,0.772549,0.768627,0.772549,0.768627,0.756863,0.756863,0.764706,0.760784,0.745098,0.752941,0.752941,0.756863,0.760784,0.752941,0.737255,0.733333,0.741176,0.733333,0.725490,0.713725,0.709804,0.713725,0.713725,0.709804,0.705882,0.701961,0.701961,0.698039,0.698039,0.694118,0.694118,0.694118,0.694118,0.686275,0.686275,0.686275,0.686275,0.682353,0.670588,0.658824,0.650980,0.647059,0.631373,0.619608,0.596078,0.545098,0.505882,0.474510,0.443137,0.423529,0.419608,0.411765,0.400000,0.396078,0.403922,0.423529,0.439216,0.415686,0.419608,0.435294,0.447059,0.450980,0.450980,0.458824,0.466667,0.454902,0.494118,0.513725,0.501961,0.501961,0.517647,0.517647,0.494118,0.494118,0.509804,0.505882,0.498039,0.533333,0.603922,0.639216,0.631373,0.631373,0.662745,0.682353,0.682353,0.678431,0.686275,0.694118,0.694118,0.694118,0.705882,0.709804,0.701961,0.705882,0.713725,0.713725,0.705882,0.705882,0.705882,0.705882,0.713725,0.709804,0.705882,0.705882,0.713725,0.701961,0.705882,0.705882,0.698039,0.694118,0.701961,0.705882,0.698039,0.701961,0.709804,0.717647,0.713725,0.701961,0.698039,0.701961,0.709804,0.709804,0.705882,0.705882,0.705882,0.709804,0.713725,0.717647,0.717647,0.725490,0.725490,0.729412,0.729412,0.729412,0.725490,0.717647,0.713725,0.721569,0.721569,0.725490,0.729412,0.729412,0.733333,0.733333,0.733333,0.733333,0.741176,0.749020,0.749020,0.745098,0.749020,0.745098,0.737255,0.737255,0.737255,0.741176,0.745098,0.745098,0.745098
0.768627,0.772549,0.772549,0.772549,0.768627,0.764706,0.764706,0.764706,0.772549,0.768627,0.768627,0.764706,0.764706,0.764706,0.768627,0.768627,0.772549,0.772549,0.772549,0.768627,0.772549,0.772549,0.776471,0.776471,0.772549,0.772549,0.772549,0.768627,0.764706,0.764706,0.764706,0.768627,0.764706,0.768627,0.764706,0.752941,0.749020,0.756863,0.752941,0.741176,0.733333,0.729412,0.737255,0.749020,0.741176,0.725490,0.725490,0.737255,0.717647,0.717647,0.713725,0.709804,0.705882,0.705882,0.701961,0.701961,0.698039,0.698039,0.698039,0.698039,0.694118,0.690196,0.690196,0.686275,0.674510,0.674510,0.654902,0.623529,0.607843,0.607843,0.596078,0.576471,0.552941,0.525490,0.517647,0.509804,0.478431,0.450980,0.435294,0.419608,0.415686,0.415686,0.415686,0.415686,0.411765,0.407843,0.411765,0.411765,0.407843,0.419608,0.427451,0.419608,0.419608,0.423529,0.427451,0.431373,0.427451,0.447059,0.454902,0.443137,0.439216,0.450980,0.447059,0.435294,0.419608,0.415686,0.392157,0.372549,0.403922,0.466667,0.505882,0.505882,0.529412,0.584314,0.623529,0.619608,0.623529,0.647059,0.666667,0.666667,0.666667,0.686275,0.698039,0.686275,0.678431,0.694118,0.709804,0.713725,0.705882,0.701961,0.701961,0.705882,0.705882,0.698039,0.701961,0.709804,0.701961,0.701961,0.701961,0.698039,0.698039,0.701961,0.701961,0.698039,0.701961,0.709804,0.713725,0.709804,0.701961,0.698039,0.705882,0.713725,0.709804,0.705882,0.701961,0.705882,0.705882,0.709804,0.705882,0.701961,0.690196,0.701961,0.717647,0.729412,0.729412,0.725490,0.721569,0.717647,0.721569,0.721569,0.725490,0.729412,0.733333,0.733333,0.733333,0.737255,0.733333,0.737255,0.737255,0.737255,0.745098,0.752941,0.749020,0.741176,0.737255,0.741176,0.741176,0.741176,0.745098,0.745098
0.764706,0.764706,0.768627,0.768627,0.764706,0.760784,0.764706,0.764706,0.764706,0.768627,0.772549,0.772549,0.764706,0.764706,0.772549,0.784314,0.788235,0.784314,0.776471,0.768627,0.764706,0.764706,0.768627,0.772549,0.764706,0.768627,0.768627,0.768627,0.764706,0.764706,0.764706,0.768627,0.764706,0.768627,0.764706,0.752941,0.749020,0.756863,0.752941,0.737255,0.737255,0.733333,0.737255,0.741176,0.729412,0.709804,0.709804,0.725490,0.709804,0.713725,0.713725,0.709804,0.701961,0.698039,0.698039,0.698039,0.694118,0.694118,0.694118,0.694118,0.690196,0.686275,0.682353,0.678431,0.670588,0.670588,0.623529,0.549020,0.517647,0.533333,0.529412,0.498039,0.513725,0.498039,0.474510,0.443137,0.423529,0.439216,0.450980,0.435294,0.411765,0.431373,0.450980,0.447059,0.423529,0.403922,0.400000,0.407843,0.388235,0.403922,0.407843,0.392157,0.392157,0.403922,0.415686,0.415686,0.435294,0.431373,0.427451,0.419608,0.411765,0.407843,0.407843,0.407843,0.403922,0.400000,0.388235,0.384314,0.396078,0.411765,0.407843,0.392157,0.388235,0.458824,0.501961,0.498039,0.505882,0.552941,0.592157,0.596078,0.627451,0.654902,0.666667,0.643137,0.631373,0.654902,0.694118,0.721569,0.698039,0.694118,0.694118,0.698039,0.698039,0.694118,0.698039,0.705882,0.701961,0.698039,0.701961,0.705882,0.705882,0.698039,0.698039,0.701961,0.701961,0.705882,0.709804,0.705882,0.701961,0.701961,0.709804,0.717647,0.713725,0.709804,0.705882,0.705882,0.705882,0.701961,0.694118,0.690196,0.654902,0.674510,0.705882,0.721569,0.721569,0.721569,0.721569,0.725490,0.721569,0.725490,0.725490,0.729412,0.733333,0.737255,0.737255,0.741176,0.733333,0.733333,0.725490,0.725490,0.737255,0.749020,0.749020,0.741176,0.741176,0.741176,0.741176,0.737255,0.741176,0.741176
0.776471,0.772549,0.768627,0.768627,0.764706,0.768627,0.768627,0.768627,0.772549,0.768627,0.772549,0.776471,0.776471,0.768627,0.768627,0.772549,0.796078,0.756863,0.764706,0.780392,0.756863,0.760784,0.776471,0.756863,0.749020,0.756863,0.764706,0.764706,0.768627,0.768627,0.760784,0.749020,0.756863,0.760784,0.760784,0.749020,0.745098,0.749020,0.745098,0.737255,0.749020,0.741176,0.725490,0.705882,0.643137,0.603922,0.666667,0.713725,0.717647,0.701961,0.694118,0.698039,0.694118,0.678431,0.674510,0.682353,0.690196,0.690196,0.690196,0.686275,0.682353,0.670588,0.662745,0.658824,0.650980,0.607843,0.541176,0.486275,0.474510,0.478431,0.474510,0.458824,0.486275,0.462745,0.447059,0.450980,0.447059,0.423529,0.403922,0.400000,0.407843,0.419608,0.427451,0.423529,0.407843,0.400000,0.403922,0.407843,0.403922,0.396078,0.392157,0.396078,0.392157,0.388235,0.392157,0.400000,0.407843,0.403922,0.403922,0.403922,0.411765,0.407843,0.400000,0.392157,0.388235,0.380392,0.372549,0.364706,0.364706,0.376471,0.392157,0.403922,0.403922,0.419608,0.403922,0.376471,0.392157,0.443137,0.458824,0.439216,0.462745,0.556863,0.584314,0.568627,0.529412,0.576471,0.619608,0.678431,0.662745,0.670588,0.686275,0.694118,0.698039,0.694118,0.698039,0.701961,0.713725,0.694118,0.701961,0.709804,0.694118,0.686275,0.694118,0.694118,0.705882,0.713725,0.709804,0.701961,0.701961,0.709804,0.713725,0.713725,0.701961,0.709804,0.713725,0.705882,0.709804,0.713725,0.713725,0.701961,0.701961,0.709804,0.713725,0.713725,0.709804,0.709804,0.721569,0.729412,0.729412,0.725490,0.717647,0.721569,0.725490,0.729412,0.729412,0.729412,0.733333,0.733333,0.729412,0.725490,0.721569,0.721569,0.725490,0.729412,0.721569,0.729412,0.741176,0.749020,0.749020,0.745098
0.776471,0.772549,0.768627,0.768627,0.764706,0.764706,0.768627,0.768627,0.768627,0.768627,0.768627,0.776471,0.776471,0.768627,0.764706,0.768627,0.768627,0.756863,0.768627,0.768627,0.752941,0.764706,0.776471,0.752941,0.752941,0.760784,0.764706,0.764706,0.764706,0.764706,0.760784,0.749020,0.749020,0.752941,0.752941,0.745098,0.745098,0.745098,0.745098,0.737255,0.725490,0.733333,0.721569,0.690196,0.607843,0.564706,0.635294,0.698039,0.709804,0.694118,0.678431,0.678431,0.678431,0.678431,0.678431,0.682353,0.666667,0.662745,0.666667,0.678431,0.674510,0.647059,0.615686,0.596078,0.556863,0.517647,0.474510,0.450980,0.443137,0.443137,0.454902,0.470588,0.478431,0.447059,0.423529,0.423529,0.427451,0.411765,0.388235,0.376471,0.376471,0.392157,0.407843,0.407843,0.396078,0.380392,0.376471,0.380392,0.384314,0.380392,0.376471,0.376471,0.388235,0.392157,0.388235,0.384314,0.392157,0.388235,0.384314,0.388235,0.392157,0.392157,0.388235,0.384314,0.380392,0.376471,0.368627,0.364706,0.364706,0.372549,0.384314,0.396078,0.384314,0.396078,0.384314,0.356863,0.360784,0.388235,0.392157,0.372549,0.392157,0.470588,0.509804,0.505882,0.466667,0.478431,0.537255,0.619608,0.662745,0.682353,0.690196,0.698039,0.694118,0.713725,0.701961,0.690196,0.698039,0.686275,0.694118,0.709804,0.705882,0.701961,0.705882,0.705882,0.698039,0.701961,0.701961,0.694118,0.694118,0.701961,0.705882,0.701961,0.694118,0.705882,0.709804,0.705882,0.701961,0.705882,0.709804,0.709804,0.713725,0.713725,0.713725,0.713725,0.709804,0.713725,0.725490,0.733333,0.729412,0.725490,0.721569,0.721569,0.725490,0.725490,0.725490,0.725490,0.729412,0.729412,0.725490,0.717647,0.713725,0.713725,0.721569,0.725490,0.729412,0.737255,0.745098,0.749020,0.749020,0.745098
