0.403922,0.403922,0.403922,0.388235,0.388235,0.368627,0.407843,0.403922,0.403922,0.403922,0.403922,0.400000,0.403922,0.403922,0.403922,0.400000,0.345098,0.360784,0.403922,0.403922,0.388235,0.384314,0.403922,0.403922,0.380392,0.403922,0.403922,0.407843,0.407843,0.407843,0.407843,0.403922,0.403922,0.403922,0.403922,0.407843,0.407843,0.447059,0.274510,0.160784,0.207843,0.203922,0.298039,0.207843,0.278431,0.078431,0.156863,0.223529,0.407843,0.345098,0.203922,0.098039,0.325490,0.274510,0.262745,0.262745,0.200000,0.290196,0.180392,0.223529,0.149020,0.231373,0.262745,0.250980,0.207843,0.180392,0.278431,0.407843,0.360784,0.176471,0.109804,0.125490,0.203922,0.243137,0.215686,0.168627,0.325490,0.274510,0.364706,0.290196,0.305882,0.372549,0.266667,0.356863,0.113725,0.290196,0.396078,0.360784,0.286275,0.262745,0.360784,0.109804,0.180392,0.200000,0.094118,0.207843,0.243137,0.278431,0.360784,0.388235,0.223529,0.105882,0.305882,0.388235,0.333333,0.372549,0.376471,0.141176,0.141176,0.090196,0.290196,0.407843,0.384314,0.317647,0.360784,0.352941,0.392157,0.388235,0.349020,0.121569,0.298039,0.341176,0.313725,0.376471,0.403922,0.403922,0.396078,0.337255
0.003922,0.003922,0.003922,0.003922,0.003922,0.003922,0.003922,0.003922,0.003922,0.003922,0.003922,0.007843,0.003922,0.003922,0.003922,0.000000,0.000000,0.007843,0.003922,0.007843,0.015686,0.015686,0.011765,0.003922,0.015686,0.015686,0.015686,0.019608,0.015686,0.031373,0.015686,0.035294,0.050980,0.050980,0.062745,0.200000,0.254902,0.168627,0.196078,0.203922,0.207843,0.200000,0.180392,0.098039,0.070588,0.039216,0.031373,0.105882,0.113725,0.078431,0.066667,0.031373,0.031373,0.023529,0.039216,0.023529,0.043137,0.039216,0.027451,0.031373,0.031373,0.023529,0.039216,0.074510,0.031373,0.078431,0.043137,0.043137,0.031373,0.031373,0.043137,0.035294,0.101961,0.058824,0.039216,0.027451,0.027451,0.039216,0.058824,0.027451,0.023529,0.031373,0.039216,0.015686,0.035294,0.015686,0.023529,0.035294,0.047059,0.039216,0.031373,0.019608,0.043137,0.027451,0.050980,0.027451,0.031373,0.023529,0.023529,0.019608,0.023529,0.023529,0.035294,0.023529,0.023529,0.031373,0.031373,0.043137,0.015686,0.054902,0.047059,0.047059,0.035294,0.023529,0.058824,0.015686,0.023529,0.031373,0.066667,0.023529,0.035294,0.054902,0.074510,0.050980,0.031373,0.019608,0.039216,0.031373
0.003922,0.003922,0.000000,0.003922,0.003922,0.003922,0.003922,0.003922,0.003922,0.003922,0.000000,0.003922,0.003922,0.003922,0.003922,0.003922,0.003922,0.003922,0.003922,0.015686,0.015686,0.031373,0.043137,0.043137,0.039216,0.043137,0.050980,0.039216,0.035294,0.058824,0.074510,0.086275,0.160784,0.207843,0.243137,0.180392,0.168627,0.164706,0.121569,0.188235,0.152941,0.133333,0.062745,0.070588,0.078431,0.015686,0.015686,0.050980,0.117647,0.070588,0.039216,0.023529,0.043137,0.086275,0.015686,0.011765,0.023529,0.043137,0.062745,0.039216,0.031373,0.043137,0.050980,0.050980,0.070588,0.039216,0.003922,0.031373,0.027451,0.047059,0.050980,0.039216,0.023529,0.019608,0.058824,0.011765,0.015686,0.086275,0.035294,0.031373,0.039216,0.043137,0.054902,0.047059,0.011765,0.015686,0.031373,0.031373,0.015686,0.039216,0.066667,0.035294,0.031373,0.015686,0.070588,0.031373,0.031373,0.015686,0.031373,0.023529,0.109804,0.019608,0.023529,0.031373,0.019608,0.015686,0.015686,0.031373,0.015686,0.050980,0.043137,0.007843,0.031373,0.039216,0.031373,0.023529,0.027451,0.031373,0.035294,0.027451,0.070588,0.043137,0.050980,0.050980,0.043137,0.054902,0.035294,0.039216
0.003922,0.007843,0.003922,0.003922,0.003922,0.003922,0.000000,0.000000,0.003922,0.011765,0.000000,0.003922,0.007843,0.007843,0.003922,0.007843,0.007843,0.007843,0.011765,0.015686,0.011765,0.011765,0.015686,0.023529,0.023529,0.023529,0.027451,0.047059,0.086275,0.121569,0.168627,0.231373,0.180392,0.176471,0.188235,0.188235,0.117647,0.137255,0.192157,0.152941,0.129412,0.070588,0.019608,0.039216,0.094118,0.023529,0.023529,0.019608,0.047059,0.090196,0.062745,0.090196,0.058824,0.070588,0.011765,0.015686,0.031373,0.031373,0.031373,0.047059,0.050980,0.019608,0.019608,0.050980,0.050980,0.031373,0.035294,0.050980,0.082353,0.050980,0.070588,0.078431,0.094118,0.023529,0.023529,0.023529,0.031373,0.047059,0.035294,0.031373,0.023529,0.027451,0.027451,0.047059,0.015686,0.023529,0.039216,0.031373,0.043137,0.023529,0.015686,0.023529,0.050980,0.011765,0.035294,0.023529,0.039216,0.007843,0.015686,0.023529,0.027451,0.070588,0.031373,0.027451,0.015686,0.043137,0.023529,0.019608,0.015686,0.027451,0.035294,0.027451,0.023529,0.043137,0.015686,0.015686,0.015686,0.047059,0.050980,0.035294,0.035294,0.070588,0.043137,0.019608,0.023529,0.047059,0.047059,0.027451
0.070588,0.031373,0.023529,0.015686,0.007843,0.003922,0.003922,0.003922,0.007843,0.007843,0.015686,0.019608,0.019608,0.015686,0.015686,0.023529,0.023529,0.031373,0.035294,0.043137,0.043137,0.031373,0.027451,0.039216,0.039216,0.070588,0.113725,0.176471,0.239216,0.219608,0.188235,0.125490,0.176471,0.203922,0.133333,0.094118,0.192157,0.227451,0.200000,0.156863,0.109804,0.050980,0.070588,0.078431,0.043137,0.031373,0.070588,0.058824,0.039216,0.050980,0.078431,0.039216,0.043137,0.050980,0.058824,0.062745,0.035294,0.035294,0.058824,0.019608,0.043137,0.023529,0.047059,0.035294,0.027451,0.043137,0.043137,0.058824,0.105882,0.031373,0.039216,0.039216,0.141176,0.054902,0.050980,0.043137,0.058824,0.129412,0.086275,0.031373,0.027451,0.035294,0.031373,0.023529,0.035294,0.039216,0.050980,0.070588,0.043137,0.027451,0.015686,0.058824,0.023529,0.027451,0.015686,0.047059,0.031373,0.023529,0.023529,0.054902,0.015686,0.047059,0.031373,0.035294,0.031373,0.027451,0.019608,0.031373,0.043137,0.027451,0.015686,0.050980,0.039216,0.027451,0.023529,0.019608,0.031373,0.054902,0.066667,0.047059,0.031373,0.058824,0.027451,0.015686,0.035294,0.058824,0.050980,0.050980
0.129412,0.133333,0.141176,0.129412,0.070588,0.039216,0.050980,0.050980,0.031373,0.015686,0.023529,0.035294,0.031373,0.031373,0.027451,0.011765,0.015686,0.031373,0.058824,0.070588,0.050980,0.078431,0.105882,0.184314,0.239216,0.243137,0.243137,0.196078,0.101961,0.058824,0.250980,0.250980,0.160784,0.043137,0.149020,0.200000,0.203922,0.180392,0.168627,0.094118,0.078431,0.035294,0.050980,0.031373,0.019608,0.050980,0.105882,0.082353,0.043137,0.043137,0.047059,0.031373,0.027451,0.031373,0.031373,0.050980,0.023529,0.039216,0.050980,0.043137,0.031373,0.031373,0.023529,0.043137,0.058824,0.019608,0.031373,0.050980,0.015686,0.015686,0.011765,0.031373,0.043137,0.023529,0.011765,0.031373,0.035294,0.011765,0.054902,0.050980,0.035294,0.035294,0.070588,0.043137,0.043137,0.058824,0.050980,0.035294,0.035294,0.043137,0.031373,0.058824,0.023529,0.027451,0.043137,0.031373,0.054902,0.062745,0.023529,0.023529,0.031373,0.066667,0.027451,0.023529,0.054902,0.043137,0.027451,0.043137,0.058824,0.043137,0.039216,0.031373,0.058824,0.086275,0.043137,0.031373,0.050980,0.058824,0.082353,0.023529,0.027451,0.058824,0.043137,0.019608,0.070588,0.086275,0.035294,0.035294
0.015686,0.031373,0.050980,0.074510,0.133333,0.145098,0.121569,0.105882,0.105882,0.129412,0.117647,0.105882,0.160784,0.192157,0.207843,0.223529,0.231373,0.219608,0.223529,0.223529,0.250980,0.250980,0.235294,0.180392,0.133333,0.121569,0.082353,0.141176,0.278431,0.278431,0.109804,0.000000,0.062745,0.176471,0.223529,0.207843,0.152941,0.086275,0.086275,0.058824,0.078431,0.023529,0.011765,0.043137,0.019608,0.015686,0.035294,0.047059,0.027451,0.015686,0.058824,0.023529,0.031373,0.043137,0.027451,0.039216,0.031373,0.050980,0.039216,0.058824,0.047059,0.043137,0.023529,0.011765,0.015686,0.078431,0.031373,0.019608,0.039216,0.050980,0.050980,0.035294,0.058824,0.027451,0.011765,0.015686,0.047059,0.043137,0.058824,0.066667,0.019608,0.019608,0.031373,0.058824,0.050980,0.011765,0.031373,0.031373,0.043137,0.015686,0.039216,0.023529,0.023529,0.023529,0.023529,0.031373,0.043137,0.054902,0.031373,0.015686,0.047059,0.027451,0.015686,0.019608,0.039216,0.015686,0.023529,0.050980,0.023529,0.015686,0.023529,0.023529,0.027451,0.070588,0.023529,0.050980,0.058824,0.031373,0.043137,0.105882,0.047059,0.078431,0.039216,0.039216,0.015686,0.047059,0.019608,0.062745
0.058824,0.058824,0.019608,0.019608,0.031373,0.035294,0.058824,0.078431,0.098039,0.086275,0.062745,0.058824,0.070588,0.094118,0.098039,0.125490,0.137255,0.125490,0.078431,0.070588,0.094118,0.098039,0.109804,0.133333,0.094118,0.215686,0.294118,0.313725,0.164706,0.062745,0.035294,0.133333,0.196078,0.207843,0.188235,0.156863,0.152941,0.082353,0.031373,0.043137,0.047059,0.027451,0.050980,0.023529,0.019608,0.007843,0.015686,0.019608,0.031373,0.027451,0.027451,0.015686,0.023529,0.011765,0.015686,0.043137,0.054902,0.031373,0.027451,0.035294,0.058824,0.074510,0.050980,0.023529,0.062745,0.043137,0.023529,0.074510,0.062745,0.050980,0.023529,0.023529,0.031373,0.023529,0.023529,0.062745,0.031373,0.027451,0.023529,0.058824,0.027451,0.023529,0.043137,0.070588,0.011765,0.023529,0.031373,0.027451,0.039216,0.043137,0.043137,0.007843,0.015686,0.031373,0.043137,0.027451,0.031373,0.031373,0.039216,0.027451,0.023529,0.054902,0.031373,0.031373,0.050980,0.023529,0.043137,0.023529,0.023529,0.019608,0.047059,0.023529,0.023529,0.043137,0.043137,0.070588,0.043137,0.031373,0.047059,0.113725,0.050980,0.070588,0.050980,0.031373,0.019608,0.031373,0.035294,0.043137
0.015686,0.058824,0.090196,0.090196,0.078431,0.074510,0.062745,0.070588,0.058824,0.078431,0.078431,0.078431,0.074510,0.070588,0.113725,0.113725,0.105882,0.098039,0.105882,0.094118,0.113725,0.156863,0.200000,0.235294,0.345098,0.274510,0.180392,0.031373,0.023529,0.101961,0.180392,0.215686,0.215686,0.184314,0.133333,0.105882,0.011765,0.047059,0.023529,0.058824,0.058824,0.058824,0.066667,0.043137,0.043137,0.011765,0.015686,0.015686,0.058824,0.027451,0.043137,0.027451,0.019608,0.050980,0.031373,0.058824,0.078431,0.086275,0.015686,0.015686,0.023529,0.058824,0.098039,0.035294,0.027451,0.043137,0.054902,0.050980,0.070588,0.043137,0.058824,0.027451,0.058824,0.039216,0.039216,0.043137,0.019608,0.031373,0.031373,0.027451,0.035294,0.031373,0.031373,0.047059,0.035294,0.039216,0.047059,0.015686,0.035294,0.031373,0.027451,0.015686,0.039216,0.011765,0.015686,0.023529,0.023529,0.058824,0.031373,0.043137,0.015686,0.043137,0.070588,0.027451,0.043137,0.023529,0.043137,0.031373,0.027451,0.011765,0.043137,0.035294,0.019608,0.066667,0.062745,0.070588,0.031373,0.035294,0.066667,0.027451,0.023529,0.058824,0.047059,0.062745,0.035294,0.031373,0.035294,0.027451
0.027451,0.027451,0.105882,0.215686,0.196078,0.117647,0.050980,0.050980,0.054902,0.058824,0.050980,0.062745,0.074510,0.070588,0.058824,0.082353,0.129412,0.200000,0.247059,0.321569,0.356863,0.305882,0.305882,0.250980,0.062745,0.000000,0.007843,0.047059,0.129412,0.207843,0.196078,0.211765,0.180392,0.145098,0.109804,0.070588,0.058824,0.023529,0.015686,0.062745,0.086275,0.082353,0.031373,0.050980,0.047059,0.031373,0.050980,0.015686,0.043137,0.047059,0.043137,0.050980,0.043137,0.035294,0.023529,0.043137,0.058824,0.078431,0.082353,0.054902,0.074510,0.031373,0.043137,0.074510,0.035294,0.086275,0.039216,0.050980,0.035294,0.023529,0.113725,0.058824,0.043137,0.035294,0.035294,0.050980,0.015686,0.015686,0.058824,0.070588,0.066667,0.027451,0.023529,0.054902,0.031373,0.023529,0.023529,0.015686,0.031373,0.035294,0.070588,0.023529,0.031373,0.031373,0.031373,0.035294,0.023529,0.015686,0.031373,0.078431,0.043137,0.023529,0.043137,0.019608,0.023529,0.023529,0.023529,0.066667,0.031373,0.043137,0.015686,0.023529,0.031373,0.047059,0.058824,0.035294,0.015686,0.043137,0.054902,0.047059,0.043137,0.031373,0.043137,0.043137,0.015686,0.023529,0.023529,0.023529
